"recordID","name"
"3595","HuangH"
"3595","ChenC"
"3595","BlantonJ"
"3595","AndradeF"
"3596","NowinskiN"
"3596","TrumboreS"
"3596","SchuurE"
"3596","MackM"
"3596","ShaverG"
"3597","NowinskiN"
"3597","TrumboreS"
"3597","SchuurE"
"3597","MackM"
"3597","ShaverG"
"3598","PorubskyW"
"3598","VelasquezL"
"3598","JoyeS"
"3599","LitaorM"
"3599","SeastedtT"
"3599","SackettL"
"3600","ZhouW"
"3600","GroveJ"
"3600","TroyA"
"3601","WalkerJ"
"3601","BlaschkeT"
"3602","ZhouW"
"3602","TroyA"
"3603","KahruM"
"3603","MitchellB"
"3604","PageH"
"3604","CulverC"
"3604","DuganJ"
"3604","MardianB"
"3605","CohenI"
"3605","AckermanJ"
"3606","PienitzR"
"3606","DoranP"
"3606","LamoureuzS"
"3607","WilderA"
"3607","EisenE"
"3607","BeardenS"
"3607","MontenieriJ"
"3607","AntonlinM"
"3607","GageK"
"3608","BogradS"
"3608","CastroC"
"3608","Di LorenzoE"
"3608","PalaciosD"
"3608","BaileyH"
"3608","GillyW"
"3608","ChavezF"
"3609","RossR"
"3609","QuetinL"
"3609","MartinsonD"
"3609","IannuzziR"
"3609","StammerjohnS"
"3609","SmithR"
"3610","DurrantK"
"3610","FleischerR"
"3610","MarraP"
"3610","FallonS"
"3610","ColbeckG"
"3610","GibbsH"
"3610","HobsonK"
"3610","NorrisD"
"3610","BernikB"
"3610","LloydV"
"3611","DucklowH"
"3611","EricksonM"
"3611","KellyJ"
"3611","Montes-HugoM"
"3611","RibicC"
"3611","SmithR"
"3611","StammerjohnS"
"3611","KarlD"
"3612","ArmasC"
"3612","PugnaireF"
"3612","SalaO"
"3613","MantylaA"
"3613","BogradS"
"3613","VenrickE"
"3614","ZlotinR"
"3614","ParmenterR"
"3615","KunzaA"
"3615","PenningsS"
"3616","HansenN"
"3617","DouglasT"
"3617","JorgensonM"
"3617","KanevskiyM"
"3617","RomanovskyV"
"3617","ShurY"
"3617","YoshikawaK"
"3618","BarrettJ"
"3618","VirginiaR"
"3618","WallD"
"3619","MeierC"
"3620","NookerJ"
"3620","SandercockB"
"3621","CarpenterS"
"3622","SchmidtS"
"3622","WilsonK"
"3622","GebauerM"
"3622","MeyerA"
"3622","KingA"
"3623","ColbeckG"
"3623","WebsterM"
"3623","MarraP"
"3623","GibbsH"
"3624","LawsonS"
"3625","VincentW"
"3625","MacIntyreS"
"3625","SpigelR"
"3625","LaurionI"
"3626","FramJ"
"3626","StewartH"
"3626","BrzezinskiM"
"3626","GaylordB"
"3626","ReedD"
"3626","WilliamsS"
"3626","MacIntyreS"
"3627","KimH"
"3628","DupontC"
"3629","Montes-HugoM"
"3629","VernetM"
"3629","SmithR"
"3629","CarderK"
"3630","KozlowskiW"
"3631","PriscuJ"
"3632","SudingK"
"3632","AshtonI"
"3632","BechtoldH"
"3632","BowmanW"
"3632","MobleyM"
"3632","WinklemanR"
"3633","TemplerP"
"3633","SilverW"
"3633","Pett-RidgeJ"
"3633","FirestoneM"
"3634","VogelJ"
"3634","Bond-LambertyB"
"3634","SchuurE"
"3634","GowerS"
"3634","MackM"
"3634","O{\textquoteright}ConnellK"
"3634","ValentineD"
"3634","RuessR"
"3635","HollingsworthT"
"3635","SchuurE"
"3635","ChapinF"
"3635","WalkerM"
"3636","AFornaraD"
"3636","TilmanD"
"3637","Bret-HarteM"
"3637","MackM"
"3637","GoldsmithG"
"3637","SloanD"
"3637","DeMarcoJ"
"3637","ShaverG"
"3637","RayP"
"3637","BiesingerZ"
"3637","ChapinF"
"3638","Bret-HarteS"
"3638","MackM"
"3638","GoldsmithG"
"3638","SloanD"
"3638","DeMarcoJ"
"3638","ShaverG"
"3638","RayP"
"3638","BiesingerZ"
"3638","ChapinF"
"3639","DrakeD"
"3639","PetersonB"
"3639","DeeganL"
"3639","HarrisL"
"3639","MillerE"
"3639","WarrenR"
"3640","JonesC"
"3640","HalpernC"
"3640","NiedererJ"
"3641","CornwellW"
"3641","NAP"
"3641","QuestedH"
"3641","SantiagoL"
"3641","WardleD"
"3641","WrightI"
"3641","AertsR"
"3641","AllisonS"
"3641","van BodegomP"
"3641","BrovkinV"
"3641","ChatainA"
"3641","CornelissenJ"
"3641","CallaghanT"
"3641","DiazS"
"3641","GarnierE"
"3641","GurvichD"
"3641","KazakouE"
"3641","AKleinJ"
"3641","ReadJ"
"3641","ReichP"
"3641","SoudzilovskaiaN"
"3641","VaierettiM"
"3641","AmatangeloK"
"3641","WestobyM"
"3641","DorrepaalE"
"3641","EvinerV"
"3641","GodoyO"
"3641","HobbieS"
"3641","HoorensB"
"3641","KurokawaH"
"3642","HoC"
"3643","WarrenP"
"3643","LermanS"
"3643","CharneyN"
"3644","JohnsonL"
"3644","Allen.E"
"3645","StrumA"
"3646","ClarkeA"
"3646","BrierleyA"
"3646","HarrisC"
"3646","LubinD"
"3646","SmithR"
"3647","MysterR"
"3648","WalkerL"
"3648","ShielsA"
"3649","RaviS"
"3649","D{\textquoteright}OdoricoP"
"3650","RodenhouseN"
"3650","MatthewsS"
"3650","McFarlandK"
"3650","LambertJ"
"3650","IversonL"
"3650","PrasadA"
"3650","SillettT"
"3650","HolmesR"
"3651","JonesS"
"3651","NewtonR"
"3651","McMahonK"
"3652","RogosicJ"
"3652","EstellR"
"3652","IvankovicS"
"3652","KezicJ"
"3652","RazovJ"
"3653","KaneE"
"3653","BettsE"
"3653","BurginA"
"3653","ClilverdH"
"3653","CrenshawC"
"3653","FellmanJ"
"3653","Myers-SmithI"
"3653","O{\textquoteright}DonnellJ"
"3653","SobotaD"
"3654","KaneE"
"3654","van VerseveldW"
"3654","JonesJ"
"3654","BettsE"
"3654","BurginA"
"3654","ClilverdH"
"3654","CrenshawC"
"3654","FellmanJ"
"3654","Myers-SmithI"
"3654","O{\textquoteright}DonnellJ"
"3654","SobotaD"
"3655","KaneE"
"3655","Van VerseveldW"
"3655","JonesJ"
"3655","BettsE"
"3655","BurginA"
"3655","ClilverdH"
"3655","CrenshawC"
"3655","FellmanJ"
"3655","Myers-SmithI"
"3655","O{\textquoteright}DonnellJ"
"3655","SobotaD"
"3656","KaneE"
"3656","Van VerseveldW"
"3656","JonesJ"
"3656","BettsE"
"3656","BurginA"
"3656","ClilverdH"
"3656","CrenshawC"
"3656","FellmanJ"
"3656","Myers-SmithI"
"3656","NAO"
"3656","SobotaD"
"3657","DMarshallJ"
"3657","BlairJ"
"3657","PetersD"
"3657","OkinG"
"3657","RangoA"
"3657","WilliamsM"
"3658","MarshallJ"
"3658","BlairJ"
"3658","PetersD"
"3658","OkinG"
"3658","RangoA"
"3658","WilliamsM"
"3659","DMarshallJ"
"3659","BlairJ"
"3659","PetersD"
"3659","OkinG"
"3659","RangoA"
"3659","WilliamsM"
"3660","MarshallA"
"3660","WilliamsM"
"3661","LiuW"
"3661","SongC"
"3661","SchroederT"
"3661","CohenW"
"3662","O{\textquoteright}BrienJ"
"3662","DoddsW"
"3663","YabikuS"
"3663","CasagrandeD"
"3663","Farley-MetzgerE"
"3664","SalkeldD"
"3664","StappP"
"3665","VernetM"
"3665","MartinsonD"
"3665","IannuzziR"
"3665","StammerjohnS"
"3665","KozlowskiW"
"3665","SinesK"
"3665","SmithR"
"3665","GaribottiI"
"3666","DeWalleD"
"3666","RangoA"
"3667","CarpenterS"
"3667","LathropR"
"3668","LastraM"
"3668","PageH"
"3668","DuganJ"
"3668","HubbardD"
"3668","RodilI"
"3669","MeltonC"
"3670","DaniouxE"
"3670","KleinP"
"3670","NAR"
"3671","TroyA"
"3671","GroveJ"
"3672","FirstM"
"3672","HollibaughJ"
"3673","WarnockJ"
"3674","CollinsS"
"3674","SinsabaughR"
"3674","CrenshawC"
"3674","GreenL"
"3674","Porras-AlfaroA"
"3674","StursovaM"
"3674","ZeglinL"
"3675","EllisE"
"3675","RamankuttyN"
"3676","CostanzaR"
"3676","FarleyJ"
"3676","GayerD"
"3676","GlennL"
"3676","HudspethT"
"3676","MahoneyD"
"3676","McCahillL"
"3676","McIntoshB"
"3676","ReedB"
"3676","RizviS"
"3676","RizzoD"
"3676","FisherB"
"3676","SimpaticoT"
"3676","SnappR"
"3676","AliS"
"3676","BeerC"
"3676","BondL"
"3676","BoumansR"
"3676","DanigelisN"
"3676","DickinsonJ"
"3676","ElliottC"
"3677","HorschE"
"3678","WarneR"
"3679","LarsenM"
"3680","DamdinsurenG"
"3680","HerrickJ"
"3680","PykeD"
"3680","BestelmeyerB"
"3680","HavstadK"
"3681","BrownJ"
"3681","ThorpeJ"
"3682","CollinsS"
"3682","ClarkC"
"3682","SudingK"
"3682","ClelandE"
"3682","BattyM"
"3682","PenningsS"
"3682","GrossK"
"3682","GraceJ"
"3682","GoughL"
"3682","FargioneJ"
"3683","CollinsS"
"3683","ClarkC"
"3683","SudingK"
"3683","ClelandE"
"3683","BatteyM"
"3683","PenningsS"
"3683","GrossK"
"3683","GraceJ"
"3683","GoughL"
"3683","FargioneJ"
"3684","CollinsS"
"3684","ClarkC"
"3684","SudingK"
"3684","ClelandE"
"3684","BattyM"
"3684","PenningsS"
"3684","GrossK"
"3684","GraceJ"
"3684","GoughL"
"3684","FargioneJ"
"3685","CollinsJ"
"3686","BriskeD"
"3686","BestelmeyerB"
"3686","StringhamT"
"3686","ShaverP"
"3687","RichardsonM"
"3688","MackM"
"3688","TresederK"
"3688","ManiesK"
"3688","HardenJ"
"3688","SchuurE"
"3688","VogelJ"
"3688","RandersonJ"
"3688","ChapinF"
"3689","HanY"
"3689","HolsenT"
"3689","DriscollC"
"3690","LenihanH"
"3690","AdjeroudM"
"3690","KotchenM"
"3690","HenchJ"
"3690","NakamuraT"
"3691","PflugmacherD"
"3691","CohenW"
"3691","KennedyR"
"3691","LefskyM"
"3692","RusakJ"
"3692","YanN"
"3692","SomersK"
"3693","ButlerT"
"3693","CohenM"
"3693","VermeylenF"
"3693","LikensG"
"3693","SchmeltzD"
"3693","ArtzR"
"3694","IwaniecD"
"3695","RaynoldsM"
"3695","ComisoJ"
"3695","WalkerD"
"3695","VerbylaD"
"3696","OhmanM"
"3696","DurbinE"
"3696","RungeJ"
"3696","SullivanB"
"3696","FieldD"
"3697","HealeyS"
"3697","CohenW"
"3697","SpiesT"
"3697","MoeurM"
"3697","PflugmacherD"
"3697","WhitleyM"
"3697","LefskyM"
"3698","KurkowskiT"
"3698","MannD"
"3698","RuppT"
"3698","VerbylaD"
"3699","RangoA"
"3699","MartinecJ"
"3699","RobertsR"
"3700","WilliamsC"
"3701","WilliamsC"
"3702","SmartD"
"3703","RangoA"
"3703","DeWalleD"
"3704","ChoppingM"
"3704","SuL"
"3704","RangoA"
"3704","MartonchikJ"
"3704","PetersD"
"3704","LaliberteA"
"3705","SandercockH"
"3705","ConverseK"
"3706","RosenberryD"
"3706","WinterT"
"3706","BusoD"
"3706","LikensG"
"3707","BrownJ"
"3707","RomanovskyV"
"3708","CardenasM"
"3708","WilsonJ"
"3708","HaggertyR"
"3709","HolbrookS"
"3709","SchmittR"
"3709","BrooksA"
"3710","BrownJ"
"3710","BestelmeyerB"
"3711","SchlatterD"
"3711","FubuhA"
"3711","XiaoK"
"3711","HernandezD"
"3711","HobbieS"
"3711","KinkelL"
"3712","DuvalB"
"3712","WhitfordW"
"3713","DuvalB"
"3713","WhitfordW"
"3714","AndersonW"
"3714","WaitD"
"3714","StappP"
"3715","PouyatR"
"3715","YesilonisI"
"3715","SzlaveczK"
"3715","CsuzdiC"
"3715","HornungE"
"3715","Kors{\'o}sZ"
"3715","Russell-AnelliJ"
"3715","GiorgioV"
"3716","WatrasC"
"3716","MorrisonK"
"3717","PowellA"
"3718","McCrackinM"
"3718","HarmsT"
"3718","GrimmN"
"3718","HallS"
"3718","KayeJ"
"3719","DalgleishD"
"3719","SandercockB"
"3720","CraftC"
"3720","BertramJ"
"3720","BroomeS"
"3721","McGroddyM"
"3721","SilverW"
"3721","de OliveiraR"
"3721","de. MelloW"
"3721","KellerM"
"3722","FoxJ"
"3722","SHarpoleW"
"3723","RacoviteanuA"
"3723","WilliamsM"
"3723","BarryR"
"3724","SoldevillaM"
"3725","RangoA"
"3725","LaliberteA"
"3725","WintersC"
"3726","PetersD"
"3726","LauenrothW"
"3726","BurkeI"
"3727","SwanC"
"3727","HealeyB"
"3727","RichardsonD"
"3728","BriskeD"
"3728","DernerJ"
"3728","BrownJ"
"3728","FuhlendorfS"
"3728","TeagueW"
"3728","HavstadK"
"3728","GillenR"
"3728","AshA"
"3729","AlberM"
"3729","SwensonE"
"3729","AdamowiczS"
"3729","MendelssohnI"
"3730","HopkinsonC"
"3730","GiblinA"
"3731","SchlacherT"
"3731","SchoemanD"
"3731","DuganJ"
"3731","LastraM"
"3731","JonesA"
"3731","ScapiniF"
"3731","McLachlanA"
"3732","ChalcraftE"
"3732","PenningtonD"
"3733","ChalcraftD"
"3733","CoxS"
"3733","ClelandE"
"3733","ClarkC"
"3733","SudingK"
"3733","WeiherE"
"3733","Pennington.D"
"3734","WietersE"
"3734","GainesS"
"3734","NavarreteS"
"3734","BlanchetteC"
"3734","MengeB"
"3735","SudingK"
"3735","NavasM"
"3735","LavorelS"
"3735","ChapinF"
"3735","CornelissenJ"
"3735","DiazS"
"3735","GarnierE"
"3735","GoldbergD"
"3735","HooperD"
"3735","JacksonS"
"3736","ReichP"
"3736","TjoelkerM"
"3736","PregitzerK"
"3736","WrightI"
"3736","OleksynJ"
"3736","MachadoJ"
"3737","BooneA"
"3737","StappP"
"3738","BiggsR"
"3738","SimonsH"
"3738","BakkenesM"
"3738","ScholesR"
"3738","EickhoutB"
"3738","van VuurenD"
"3738","AlkemadeR"
"3739","StammersjohnS"
"3739","MartinsonD"
"3739","SmithR"
"3739","IannuzziS"
"3740","CerulloM"
"3740","SimmonsB"
"3741","CerulloM"
"3741","SimmonsB"
"3742","SelkoeK"
"3742","HenzlerC"
"3742","GainesS"
"3743","ClarkeA"
"3743","MeredithM"
"3743","WallaceM"
"3743","BrandonM"
"3743","ThomasD"
"3744","PriceR"
"3744","SwartP"
"3744","WilloughbyH"
"3745","MandyamK"
"3745","JumpponenA"
"3746","VerbylaD"
"3746","KasischkeE"
"3746","HoyE"
"3747","TsaiJ"
"3747","ChiuC"
"3747","KratzT"
"3747","HansonP"
"3747","WuJ"
"3747","ChangW"
"3747","ArzbergerP"
"3747","LinB"
"3747","LinF"
"3747","ChouH"
"3748","BowdenW"
"3748","GooseffM"
"3748","BalserA"
"3748","GreenA"
"3748","PetersonB"
"3748","BradfordJ"
"3749","CunninghamL"
"3750","CarpenterS"
"3751","LawrenceD"
"3751","SlaterA"
"3751","RomanovskyV"
"3751","NicolskyD"
"3752","RunckS"
"3753","HeislerJ"
"3754","ConantR"
"3754","DrijberR"
"3754","HaddixM"
"3754","PartonW"
"3754","PaulE"
"3754","PlanteA"
"3754","SixJ"
"3754","SteinwigJ"
"3755","WellsJ"
"3755","BuckleyG"
"3755","BooneC"
"3756","LoringP"
"3756","ChapinF"
"3756","GerlachS"
"3757","MorrowK"
"3757","CarpenterR"
"3758","BrantleyS"
"3758","YoungD"
"3759","TuretskyM"
"3759","TreatC"
"3759","WaldropM"
"3759","WaddingtonJ"
"3759","HardenJ"
"3759","McGuireA"
"3760","KnappA"
"3760","PendallE"
"3760","ClearyM"
"3760","BriggsJ"
"3760","CollinsS"
"3760","ArcherS"
"3760","Bret-HarteM"
"3760","EwersB"
"3760","PetersD"
"3760","YoungD"
"3760","ShaverG"
"3761","KnappA"
"3761","ClearyM"
"3761","BriggsJ"
"3761","CollinsS"
"3761","ArcherS"
"3761","Bret-HarteM"
"3761","EwersB"
"3761","PetersD"
"3761","YoungD"
"3761","ShaverG"
"3762","KnappA"
"3762","PendallE"
"3762","ClearyM"
"3762","BriggsJ"
"3762","CollinsS"
"3762","ArcherS"
"3762","Bret-HarteM"
"3762","EwersB"
"3762","PetersD"
"3762","YoungD"
"3762","ShaverG"
"3763","KnappA"
"3763","PendallE"
"3763","ClearyM"
"3763","BriggsJ"
"3763","CollinsS"
"3763","ArcherS"
"3763","Bret-HarteM"
"3763","EwersB"
"3763","PetersD"
"3763","YoungD"
"3763","ShaverG"
"3764","KnappA"
"3764","PendallE"
"3764","ClearyM"
"3764","BriggsJ"
"3764","CollinsS"
"3764","ArcherS"
"3764","Bret-HarteM"
"3764","EwersB"
"3764","PetersD"
"3764","YoungD"
"3764","ShaverG"
"3765","BaezS"
"3765","CollinsS"
"3766","KnappD"
"3767","AdairE"
"3767","PartonW"
"3767","Del GrossS"
"3767","SilverW"
"3767","HarmonM"
"3767","HallS"
"3767","BurkeI"
"3767","HartS"
"3768","AdairE"
"3768","PartonW"
"3768","Del GrossoS"
"3768","SilverW"
"3768","HallS"
"3768","HarmonM"
"3768","HartS"
"3769","AdairE"
"3769","PartonW"
"3769","Del GrossoS"
"3769","SilverW"
"3769","HarmonM"
"3769","HallS"
"3769","BurkeI"
"3769","HartS"
"3770","HerrickJ"
"3770","BestelmeyerB"
"3770","CrosslandK"
"3771","PetersD"
"3771","LauenrothW"
"3772","Grossman-ClarkeS"
"3772","LiuY"
"3772","ZehnderJ"
"3772","FastJ"
"3773","BoothJ"
"3773","RuhlH"
"3773","LovellL"
"3773","BaileyD"
"3773","SmithK"
"3774","JandtR"
"3774","JolyK"
"3774","MeyersC"
"3774","RacineC"
"3775","RangoA"
"3775","DeWalleD"
"3776","DeWalleD"
"3776","RangoA"
"3777","DeWalleD"
"3777","RangoA"
"3778","RangoA"
"3778","DeWalleD"
"3779","MartinecJ"
"3779","RangoA"
"3779","RobertsR"
"3780","LiX"
"3780","WilliamsM"
"3781","DeWalleD"
"3781","RangoA"
"3782","DeWalleD"
"3782","RangoA"
"3783","DeWalleD"
"3783","RangoA"
"3784","RangoA"
"3784","DeWalleD"
"3785","BettsM"
"3785","HadleyA"
"3785","RodenhouseN"
"3785","NoceraJ"
"3786","HopeD"
"3786","GriesC"
"3786","ZhuW"
"3786","FaganW"
"3786","RedmanC"
"3786","GrimmN"
"3786","NelsonA"
"3786","MartinC"
"3786","KinzigA"
"3787","JainT"
"3787","GouldW"
"3787","GrahamR"
"3787","PilliodD"
"3787","LentileL"
"3787","GonzalezG"
"3788","ShielsA"
"3788","WestC"
"3788","WeissL"
"3788","KlawinskiP"
"3788","WalkerL"
"3789","DybzinskR"
"3789","FargioneJ"
"3789","ZakD"
"3789","FornaraD"
"3789","TilmanD"
"3790","HallS"
"3790","HuberD"
"3790","GrimmN"
"3791","HammanS"
"3791","BurkeI"
"3791","KnappE"
"3792","BateB"
"3792","BarrettJ"
"3792","PoageM"
"3792","VirginiaR"
"3793","DardenS"
"3793","PedersenS"
"3793","LarsenO"
"3793","DabelsteenT"
"3794","GomezL"
"3795","NorthcottJ"
"3795","AndersenM"
"3795","RoemerG"
"3795","FredricksonE"
"3795","DemersM"
"3795","TruettJ"
"3795","FordP"
"3796","HsiehC"
"3796","ReissS"
"3796","HewittR"
"3796","SugiharaG"
"3797","BroitmanB"
"3797","BlanchetteC"
"3797","MengeB"
"3797","LubchencoJ"
"3797","KrenzC"
"3797","FoleyM"
"3797","RaimondiP"
"3797","LohseD"
"3797","GainesS"
"3798","JaffeR"
"3798","McKnightD"
"3798","MaieN"
"3798","CoryR"
"3798","McDowellW"
"3798","CampbellJ"
"3799","JaffeR"
"3799","McKnightD"
"3799","MaieN"
"3799","CoryR"
"3799","McDowellW"
"3799","CampbellJ"
"3800","JaffeR"
"3800","McKnightD"
"3800","MaieN"
"3800","CoryR"
"3800","McDowellW"
"3800","CampbellJ"
"3801","OhmanM"
"3801","HsiehC"
"3802","YesilonisI"
"3802","PouyatR"
"3802","NeerchalN"
"3803","OkinG"
"3803","MladenovN"
"3803","WangL"
"3803","CasselD"
"3803","CaylorK"
"3803","RingroseS"
"3803","MackoS"
"3804","MuellerE"
"3804","WainwrightJ"
"3804","ParsonsA"
"3805","BrodyS"
"3805","DavisS"
"3805","HighfieldW"
"3805","BernhardtS"
"3806","LambersH"
"3806","RavenJ"
"3806","ShaverG"
"3806","SmithS"
"3807","ClelandE"
"3807","BurkeI"
"3807","LauenrothG"
"3807","RobertsonJ"
"3807","SimpsonJ"
"3807","TilmanD"
"3807","SudingK"
"3807","ClarkC"
"3807","CollinsS"
"3807","FargioneJ"
"3807","GoughL"
"3807","GrossK"
"3807","MilchunasD"
"3807","PenningsS"
"3807","BowmanW"
"3808","ClelandE"
"3808","BurkeI"
"3808","LauenrothW"
"3808","RobertsonG"
"3808","SimpsonJ"
"3808","TilmanD"
"3808","K.N.S"
"3808","ClarkC"
"3808","CollinsS"
"3808","FargioneJ"
"3808","GoughL"
"3808","GrossK"
"3808","MilchunasD"
"3808","PenningsS"
"3808","BowmanW"
"3809","ClelandE"
"3809","BurkeI"
"3809","LauenrothW"
"3809","RobertsonG"
"3809","SimpsonJ"
"3809","TilmanD"
"3809","SudingK"
"3809","ClarkC"
"3809","CollinsS"
"3809","FargioneJ"
"3809","GoughL"
"3809","GrossK"
"3809","MilchunasD"
"3809","PenningsS"
"3809","BowmanW"
"3810","ClelandE"
"3810","BurkeI"
"3810","LauenrothW"
"3810","RobertsonG"
"3810","SimpsonJ"
"3810","TilmanD"
"3810","SudingK"
"3810","ClarkC"
"3810","CollinsS"
"3810","FargioneJ"
"3810","GoughL"
"3810","GrossK"
"3810","MilchunasD"
"3810","PenningsS"
"3810","BowmanW"
"3811","ClelandE"
"3811","BurkeI"
"3811","LauenrothW"
"3811","RobertsonG"
"3811","SimpsonJ"
"3811","TilmanG"
"3811","SudingK"
"3811","ClarkC"
"3811","CollinsS"
"3811","FargioneJ"
"3811","GoughL"
"3811","GrossK"
"3811","MilchunasD"
"3811","PenningsS"
"3811","BowmanW"
"3812","ClelandG"
"3813","AlbrechtovaJ"
"3813","SeidlZ"
"3813","PetersonJ"
"3813","NAL"
"3813","RockB"
"3813","AlexanderJ"
"3813","NAM"
"3813","McDowellW"
"3814","ShetlerG"
"3814","TuretskyM"
"3814","KaneE"
"3814","KasischkeE"
"3815","JaraulaC"
"3815","KenigF"
"3815","DoranP"
"3815","PriscuJ"
"3815","WelchK"
"3816","CrowlT"
"3816","CristT"
"3816","ParmenterR"
"3816","BelovskyG"
"3816","LugoA"
"3817","CrowlT"
"3817","CristT"
"3817","ParmenterR"
"3817","BelovskyG"
"3817","LugoA"
"3818","StursovaM"
"3818","SinsabaughR"
"3819","GalvanK"
"3819","FleegerJ"
"3819","FryB"
"3820","FryB"
"3820","CieriM"
"3820","HughesJ"
"3820","TobiasC"
"3820","DeeganL"
"3820","PetersonB"
"3821","KosciuchJ"
"3821","SandercockB"
"3822","McClatchieS"
"3822","GottschalkJ"
"3822","HeureuxM"
"3822","XueY"
"3822","PetersonW"
"3822","EmmettR"
"3822","CollinsC"
"3822","Gaxiola-CastroG"
"3822","DurazoR"
"3822","KahruM"
"3822","MitchellB"
"3822","GoerickeR"
"3822","HyrenbachK"
"3822","SydemanW"
"3822","BradleyR"
"3822","WarzybokP"
"3822","BjorkstedtE"
"3822","KoslowJ"
"3822","SchwingF"
"3822","BogradS"
"3822","CharterR"
"3822","WatsonW"
"3822","LoN"
"3822","HillK"
"3823","BriskeD"
"3823","BestelmeyerB"
"3823","StringhamT"
"3823","ShaverP"
"3824","BriggsJ"
"3824","KnappA"
"3824","CollinsS"
"3825","CostanzaR"
"3826","SiegelD"
"3826","MitaraiS"
"3826","CostelloC"
"3826","GainesS"
"3826","KendallB"
"3826","WarnerR"
"3826","WintersK"
"3827","SinsabaughR"
"3827","EGalloM"
"3827","GartnerT"
"3827","HobbieS"
"3827","HollandK"
"3827","LKeelerB"
"3827","PowersJ"
"3827","StursovaM"
"3827","DTakacs-VesbachC"
"3827","WaldropM"
"3827","WallensteinM"
"3827","NLauberM"
"3827","ZakD"
"3827","ZeglinL"
"3827","WeintraubM"
"3827","AhmedB"
"3827","AllisonS"
"3827","CrenshawC"
"3827","ContostaA"
"3827","CusackD"
"3827","FreyS"
"3828","SinsabaughR"
"3828","GalloM"
"3828","GartnerT"
"3828","HobbieS"
"3828","HollandK"
"3828","KeelerB"
"3828","PowersJ"
"3828","StursovaM"
"3828","Takacs-VesbachC"
"3828","WaldropM"
"3828","WallensteinM"
"3828","LauberC"
"3828","ZakD"
"3828","WeintraubM"
"3828","AhmedB"
"3828","AllisonS"
"3828","CrenshawC"
"3828","ContostaA"
"3828","CusackD"
"3828","FreyS"
"3829","SinsabaughR"
"3829","GalloM"
"3829","GartnerT"
"3829","HobbieS"
"3829","HollandK"
"3829","KeelerB"
"3829","PowersJ"
"3829","StursovaM"
"3829","Takacs-VesbachC"
"3829","WaldropM"
"3829","WallensteinM"
"3829","LauberC"
"3829","ZakD"
"3829","ZeglinL"
"3829","WeintraubM"
"3829","AhmedB"
"3829","AllisonS"
"3829","CrenshawC"
"3829","ContostaA"
"3829","CusackD"
"3829","FreyS"
"3830","MarsalekJ"
"3830","LarsonE"
"3830","DayE"
"3831","MulhollandP"
"3831","DahmC"
"3831","DoddsW"
"3831","HeltonA"
"3831","PooleG"
"3831","HallR"
"3831","HamiltonS"
"3831","PetersonB"
"3831","TankJ"
"3831","AshkenasL"
"3831","CooperL"
"3832","MulhollandP"
"3832","DahmC"
"3832","DoddsW"
"3832","FindlayS"
"3832","GregoryS"
"3832","GrimmN"
"3832","JohnsonS"
"3832","McDowellW"
"3832","MeyerJ"
"3832","ValettH"
"3832","WebsterJ"
"3832","HeltonA"
"3832","ArangoC"
"3832","BeaulieuJ"
"3832","BernotM"
"3832","BurginA"
"3832","CrenshawC"
"3832","JohnsonL"
"3832","NiederlehnerB"
"3832","Oï¾’BrienJ"
"3832","PotterJ"
"3832","SheibleyR"
"3832","PooleG"
"3832","SobotaD"
"3832","ThomasS"
"3832","HallR"
"3832","HamiltonS"
"3832","PetersonB"
"3832","TankJ"
"3832","AshkenasL"
"3832","CooperL"
"3833","MulhollandL"
"3834","MulhollandP"
"3834","DahmC"
"3834","DoddsW"
"3834","FindlayS"
"3834","GregoryS"
"3834","GrimmN"
"3834","JohnsonS"
"3834","McDowellW"
"3834","MeyerJ"
"3834","ValettH"
"3834","WebsterJ"
"3834","HeltonA"
"3834","ArangoC"
"3834","BeaulieuJ"
"3834","BernotM"
"3834","BurginA"
"3834","CrenshawC"
"3834","JohnsonL"
"3834","NiederlehnerB"
"3834","O{\textquoteright}BrienJ"
"3834","PotterJ"
"3834","SheibleyR"
"3834","PooleG"
"3834","SobotaD"
"3834","ThomasS"
"3834","HallR"
"3834","HamiltonS"
"3834","PetersonB"
"3834","TankJ"
"3834","AshkenasL"
"3834","CooperL"
"3835","MulhollandP"
"3835","DahmC"
"3835","DoddsW"
"3835","FindlayS"
"3835","GregoryS"
"3835","GrimmN"
"3835","JohnsonS"
"3835","McDowellW"
"3835","MeyerJ"
"3835","ValettH"
"3835","WebsterJ"
"3835","HeltonA"
"3835","ArangoC"
"3835","BeaulieuJ"
"3835","BernotM"
"3835","BurginA"
"3835","CrenshawC"
"3835","JohnsonL"
"3835","NiederlehnerB"
"3835","O{\textquoteright}BrienJ"
"3835","PotterJ"
"3835","SheibleyR"
"3835","PooleG"
"3835","SobotaD"
"3835","HallR"
"3835","HamiltonS"
"3835","PetersonB"
"3835","TankJ"
"3835","AshkenasL"
"3835","CooperL"
"3836","MulhollandP"
"3836","DahmC"
"3836","DoddsW"
"3836","FindlayS"
"3836","GregoryS"
"3836","GrimmN"
"3836","JohnsonS"
"3836","McDowellW"
"3836","MeyerJ"
"3836","ValettH"
"3836","WebsterJ"
"3836","HeltonA"
"3836","ArangoC"
"3836","BeaulieuJ"
"3836","BernotM"
"3836","BurginA"
"3836","CrenshawC"
"3836","JohnsonL"
