"recordID","TITLE","JOURNAL","YEAR","KEYWORDS"
3740,"Sea Secrets:  Tiny Clues to a Big Mystery",NA,2008,"PAL"
3741,"Sea Secrets:  Tiny Clues to a Big Mystery",NA,2008,"CCE"
7951,"Scientific accomplishments of the Long Term Ecological Research program: an introduction.",NA,2003,"Long-term Ecological Research, LTER Accomplishments, LTER Description, LTER History, LTER NETWORK, PIE, PIE LTER"
7950,"Scientific Accomplishments of the Long Term Ecological Research Program: An Introduction","BioScience",2003,"ARC"
2876,"Scavenging by mammalian carnivores on prairie dog colonies: implications for the spread of plague","Vector-Borne and Zoonotic Diseases",2009,"SGS"
3737,"Scavenging by mammalian carnivores on prairie dog colonies: implications for the spread of plague","Dimensions CSUF Undergraduate Research Journal",2008,"SGS"
575,"Scaling from leaf to canopy: to what extent does scale affect the photosynthetic light response curve and resulting measures of photosynthesis?",NA,2013,"ARC"
576,"Scaling from leaf to canopy: to what extent does scale affect the photosynthetic light response curve and resulting measures of photosynthesis?",NA,2013,"ARC"
5486,"Scale mismatches in social-ecological systems: Causes, consequences, and solutions","Ecology and Society",2006,"CAP"
5485,"Scale mismatches in social-ecological systems: causes, consequences, and solutions",NA,2006,"CAP"
7134,"Scale dependence in the species-richness-productivity relationship: the role of species turnover","Ecology",2004,"biodiversity, environmental heterogeneity, grasslands, LTER, LUQ, productivity, scale, species composition, species richness, species turnover, stability, terrestrial plants."
7135,"Scale dependence in the species-richness-productivity relationship: the role of species turnover",NA,2004,"JRN, terrestrial plants"
8711,"Satellite-Derived Indices of Stream Discharge in Taylor Valley,Antarctica.","Hydrological Processes",2002,"MCM"
10851,"Satellite-Derived Indices of Stream Discharge in Taylor Valley,Antarctica.",NA,1999,"MCM"
5483,"Salt marsh geomorphology: Physical and ecological effects on landform.",NA,2006,"PIE, PIE LTER; disturbance; salt marsh; geomorphology"
5482,"Salt marsh geomorphology: Physical and ecological effects on landform","Estuarine Coastal and Shelf Science",2006,"VCR"
10848,"Routine measurement of dissolved inorganic 15N in streamwater.","Environmental Monitoring \& Assessment",1999,"HFR, LTER2"
10849,"Routine measurement of dissolved inorganic 15N in streamwater",NA,1999,"ARC"
3728,"Rotational Grazing on Rangelands: Reconciliation of perception and experimental evidence","Rangeland Ecol Manage",2008,"JRN, SGS"
4555,"Rotational grazing on rangelands: Reconciliation of perception and experimental evidence",NA,2007,"JRN, rangeland management"
11578,"Roots determine the temperature sensitivity of soil respiration.",NA,1998,"SGS"
11577,"Roots determine the temperature sensitivity of soil respiration","Nature",1998,"HFR, LTER2"
8708,"Root respiration in North American forests: Effects of nitrogen concentration and temperature across biomes.","Oecologia",2002,"CWT, SEV"
8709,"Root respiration in North American forests: effects of nitrogen concentration and temperature across biomes.",NA,2002,"CWT"
6314,"Robustness in ecosystems",NA,2005,"NTL"
6315,"Robustness in ecosystems",NA,2005,"CAP"
2103,"Rising stream and river temperatures in the United States","Frontiers in Ecology and Environment",2010,"BES, river, stream"
2104,"Rising stream and river temperatures in the United States",NA,2010,"HBR"
3718,"Responses of soil microorganisms to resource availability in urban, desert soils",NA,2008,"CAP"
4538,"Responses of soil microorganisms to resource availability in urban, desert soils","Biogeochemistry",2007,"CAP"
561,"Respiratory flexibility and efficiency are affected by simulated global change in Arctic plants",NA,2013,"ARC"
562,"Respiratory flexibility and efficiency are affected by simulated global change in Arctic plants",NA,2013,"ARC"
1484,"Resource Partitioning among Three Mesoconsumers at a Marsh Mangrove Ecotone: A Response to a Seasonal Resource Pulse Subsidy",NA,2011,"FCE"
1485,"Resource Partitioning among Three Mesoconsumers at a Marsh Mangrove Ecotone: A Response to a Seasonal Resource Pulse Subsidy",NA,2011,"FCE"
8687,"Resource-based niche provide a basis for plant species diversity and dominance in arctic tundra","Nature",2002,"ARC, BNZ"
8688,"Resource-based niche provide a basis for plant species diversity and dominance in arctic tundra",NA,2002,"ARC"
8681,"Resilience and sustainable development: building adaptive capacity in a world of transformations",NA,2002,"NTL"
8682,"Resilience and sustainable development: building adaptive capacity in a world of transformations","Ambio",2002,"NTL"
7088,"Remote sensing",NA,2004,"NTL"
12653,"Remote sensing",NA,1996,"NTL"
3700,"Relative significance of pelagic, benthic, and allochthonous organic matter to microbial carbon cycling in a phosphorus-depleted subtropical estuary (Florida Bay)",NA,2008,"FCE"
3701,"Relative significance of pelagic, benthic, and allochthonous organic matter to microbial carbon cycling in a phosphorus-depleted subtropical estuary (Florida Bay)",NA,2008,"FCE"
11555,"Relationships of leaf dark respiration to leaf nitrogen, specific leaf area and leaf life-span: a test across biomes and functional groups.","Oecologia",1998,"CWT, NWT"
11554,"Relationships of leaf dark respiration to leaf nitrogen, specific leaf area and leaf life-span: a test across biomes and functional groups",NA,1998,"functional groups, leaf life-span, nitrogen, NWT, NWTLTER, respiration, specific leaf area"
10823,"Relationships between leaf area index and Landsat TM spectral vegetation indices across three temperate zone sites","Remote Sensing of Environment",1999,"AND, leaf area"
10824,"Relationships between leaf area index and Landsat TM spectral vegetation indices across three temperate zone sites",NA,1999,"KNZ"
5443,"Relationships between hydrology and soils describe vegetation patterns in seasonally flooded tree islands of the southern Everglades, Florida","Plant and Soil",2006,"chrysobalanus icaco, estuarine geomorphology, everglades, FCE, florida, restoration, roseate spoonbill, tree islands, wood stork"
5444,"Relationships between hydrology and soils describe vegetation patterns in seasonally flooded tree islands of the southern Everglades, Florida",NA,2006,"chrysobalanus icaco, estuarine geomorphology, everglades, FCE, florida, restoration, roseate spoonbill, tree islands, wood stork"
5438,"Relationship between river size and nutrient removal.","Geophysical Research Letters",2006,"hydrology, inorganic nutrients, nutrient removal, PIE, PIE LTER"
5439,"Relationship between river size and nutrient removal",NA,2006,"ARC"
550,"Regional to global assessments of phytoplankton dynamics from the SeaWiFS mission.",NA,2013,"colored dissolved organic matter, decadal trends, MCR, ocean color, phytoplankton, primary productivity, seaWiFS"
551,"Regional to global assessments of phytoplankton dynamics from the SeaWiFS mission.","Remote Sensing of Environment",2013,"colored dissolved organic matter, decadal trends, MCR, ocean color, phytoplankton, primary productivity, seaWiFS"
5430,"Regional processes in mangrove ecosystems: spatial scaling relationships, biomass, and turnover rates following catastrophic disturbance","Hydrobiologia",2006,"disturbance, FCE, hurricane, mangrove, mortality, recruitment, scale, structure, turnover"
5431,"Regional processes in mangrove ecosystems: spatial scaling relationships, biomass, and turnover rates following catastrophic disturbance",NA,2006,"disturbance, FCE, hurricane, mangrove, mortality, recruitment, scale, structure, turnover"
6292,"Regional patterns in carbon cycling across the Great Plains of North America","Ecosystems",2005,"SGS"
6293,"Regional patterns in carbon cycling across the Great Plains of North America",NA,2005,"KNZ"
9447,"Regional diversity of braconid wasps (Braconidae: Hymenoptera) collected from sites in Arkansas, Oklahoma and Kansas",NA,2001,"KNZ"
9448,"Regional diversity of braconid wasps (Braconidae: Hymenoptera) collected from sites in Arkansas, Oklahoma and Kansas",NA,2001,"KNZ"
13153,"Regional climatic similarities in the temperate zones of North and South America","The First GCTE Science Conference Woods Hole, Massachusetts, USA, 23 27 May 1994",1995,"KNZ"
13154,"Regional climatic similarities in the temperate zones of North and South America",NA,1995,"climate, grasslands, LTER sites, multivariate analysis, regional analysis, SGS, shrublands"
11543,"Regional Climate and the Distribution of Tallgrass Prairie",NA,1998,"VCR"
11542,"Regional climate and the distribution of tallgrass prairie",NA,1998,"KNZ, tallgrass prairie"
8665,"Regional analysis of litter quality in the central grassland region of North America",NA,2002,"CDR, JRN"
8666,"Regional analysis of litter quality in the central grassland region of North America",NA,2002,"grassland, JRN, precipitation"
8667,"Regional analysis of litter quality in the central grassland region of North America","Journal of Vegetation Science",2002,"c/n ratio, C3 GRASS, C4 GRASS, CDR, Lignin, precipitation gradient, SGS"
7892,"Red mangroves emit hydrocarbons","Southeastern Naturalist",2003,"FCE, VCR"
7893,"Red mangroves emit hydrocarbons",NA,2003,"VCR, volatile organic-compounds; biogenic hydrocarbons; isoprene emission; aerosols; plants"
8663,"Recruitment potential of two perennial grasses with different growth forms at a semiarid-arid transition zone","American Journal of Botany",2002,"SEV"
8664,"Recruitment potential of two perennial grasses with different growth forms at a semiarid-arid transition zone",NA,2002,"JRN"
5424,"Reconciling Carbon-cycle Concepts, Terminology, and Methods",NA,2006,"ARC, JRN, net primary production"
5425,"Reconciling Carbon-cycle Concepts, Terminology, and Methods",NA,2006,"ARC, BNZ, JRN"
5426,"Reconciling Carbon-cycle Concepts, Terminology, and Methods",NA,2006,"ARC"
5423,"Reconciling carbon-cycle concepts, terminology, and methods","Ecosystems",2006,"AND, BNZ, JRN, respiration"
3682,"Rank clocks and plant community dynamics","Ecology",2008,"CDR, community, dynamics, ecology, GCE, plant, rank clocks, SEV"
3683,"Rank clocks and plant community dynamics",NA,2008,"CDR, SEV"
3684,"Rank clocks and plant community dynamics",NA,2008,"SEV"
18448,"Ranges and pastures of the Southern Great Plains and the Southwest",NA,1973,"JRN, Southwest"
16881,"Ranges and pastures of the southern Great Plains and the Southwest",NA,1985,"JRN"
545,"Quantity is nothing without quality: automated QA/QC for streaming environmental sensor data","BioScience",2013,"NTL"
544,"Quantity is Nothing without Quality:  Automated QA/QC for Streaming Environmental Sensor Data","Bioscience",2013,"VCR"
4504,"Quantifying uncertainty in net primary production measurements",NA,2007,"SBC"
4505,"Quantifying uncertainty in net primary production measurements",NA,2007,"AND, carbon modeling"
541,"Quantifying the physiology of structurally complex arctic vegetation and implications for carbon cycling in a shrubbier tundra",NA,2013,"ARC"
542,"Quantifying the physiology of structurally complex arctic vegetation and implications for carbon cycling in a shrubbier tundra",NA,2013,"ARC"
9441,"Quantifying the effectivness of conservation projects.",NA,2001,"conservation, GIS, land use, modeling, PIE, PIE LTER"
9440,"Quantifying the effectivness of conservation projects",NA,2001,"conservation, GIS, modeling, PIE, PIE LTER"
538,"Processes affecting the grazing, distribution, behavior, and condition of herbivorous fishes on coral reefs.",NA,2013,"disturbance, MCR, population"
539,"Processes affecting the grazing, distribution, behavior, and condition of herbivorous fishes on coral reefs.",NA,2013,"disturbance, MCR, population"
8640,"Problems in evaluating regional and local trends in temperature: An example from eastern Colorado, USA","INTERNATIONAL JOURNAL OF CLIMATOLOGY",2002,"geographic anomalies, global change, NWT, NWTDATA, regional climate, temperature trends, weather trends"
8641,"Problems in evaluating regional and local trends in temperature: An example from eastern Colorado, USA",NA,2002,"SGS"
8642,"Problems in evaluating regional and local trends in temperature: an example from eastern Colorado, USA",NA,2002,"SGS"
4496,"Predicting the magnitude of temporal variation in young-of-year class strength of surfperch (Teleostei: Embiotocidae)","Raffles Bulletin of Zoology",2007,"SBC"
4495,"Predicting the magnitude of temporal variation in young-of-year class strength of surfperch (Teleostei : Embiotocidae)","Raffles Bulletin of Zoology (Supplement)",2007,"MCR, populations"
3657,"Predicting and Understanding Ecosystem Responses to Climate Change at Continental Scales","Frontiers in Ecology and the Environment",2008,"NWT, NWTLTER"
3658,"Predicting and understanding ecosystem responses to climate change at continental scales",NA,2008,"JRN, KNZ, SEV"
3659,"Predicting and understanding ecosystem responses to climate change at continental scales",NA,2008,"global ecosystem, JRN, KNZ"
3660,"Predicting and understanding ecosystem responses to climate change at continental scales",NA,2008,"KNZ"
1452,"Predator diversity stabilizes and strengthens trophic control of a keystone grazer","Biology Letters",2011,"diversity, GCE, keystone, predator, trophic"
1453,"Predator diversity stabilizes and strengthens trophic control of a keystone grazer",NA,2011,"biodiversity, GCE, insurance hypothesis, temporal complementarity"
7048,"Precipitation pulses and carbon fluxes in semiarid and arid ecosystems","Oecologia",2004,"SEV"
7049,"Precipitation pulses and carbon fluxes in semiarid and arid ecosystems",NA,2004,"JRN, semiarid"
3655,"Precipitation control over inorganic nitrogen import-export budgets across watersheds: A synthesis of long-term ecological research",NA,2008,"SEV"
3656,"Precipitation control over inorganic nitrogen import-export budgets across watersheds: a synthesis of long-term ecological research","Ecohydrology",2008,"HBR"
3654,"Precipitation control over inorganic nitrogen import--export budgets across watersheds: a synthesis of long-term ecological research",NA,2008,"AND"
16061,"Precipitation and streamwater chemistry from undisturbed watersheds in the Cascade Mountains of Oregon","Water, Air, and Soil Pollution",1988,"AND, water chemistry"
16062,"Precipitation and streamwater chemistry from undisturbed watersheds in the Cascade Mountains of Oregon",NA,1988,"HBR"
6262,"Potential changes in carbon dynamics due to climate change measured in the past two decades","Canadian Journal of Forest Research",2005,"BNZ, SGS"
6263,"Potential changes in carbon dynamics due to climate change measured in the past two decades",NA,2005,"SGS"
17823,"Postweaning growth and reproductive performance of Hereford, Brangus, and reciprocal crossbred heifers",NA,1979,"JRN, thesis"
17822,"Postweaning growth and reproductive performance of Hereford, Brangus and reciprocal crossbred heifers",NA,1979,"journals, JRN"
15335,"Population dynamics of a playa community in the Chihuahuan Desert","The Southwestern Naturalist",1990,"biotic interactions, desert, invertebrates, New Mexico, NTL, playa organisms, population dynamics"
15336,"Population dynamics of a playa community in the Chihuahuan Desert",NA,1990,"JRN, playa, population dynamics"
6253,"Polar Systems",NA,2005,"BNZ"
6254,"Polar Systems",NA,2005,"MCM"
2811,"Plasticity, Not Adaptation to Salt Level, Explains Variation Along a Salinity Gradient in a Salt Marsh Perennial","Estuaries and Coasts",2009,"GCE, marsh, plants, plasticity, salinity, salt, variability"
2062,"Plasticity, not adaptation to salt level, explains variation along a salinity gradient in a salt marsh perennial",NA,2010,"borrichia frutescens, GCE, genetic specialization, local adaptation, phenotypic plasticity, salinity gradient, salt marsh plant, salt tolerance traits, sea ox-eye daisy"
8624,"Plant species dominance at a grassland-shrubland ecotone: An individual-based gap dynamics model of herbaceous and woody species","Ecological Modelling",2002,"SEV"
8625,"Plant species dominance at a grassland-shrubland ecotone: An individual-based gap dynamics model of herbaceous and woody species",NA,2002,"JRN"
13619,"Plant production and soil microorganisms in late-successional ecosystems: a continental-scale study.",NA,1994,"CWT, HBR, JRN, NWT, SEV, SGS"
13621,"Plant production and soil microorganisms in late-successional ecosystems: A continental-scale study",NA,1994,"HBR, JRN, NWT, SEV, SGS, soil miroorganisms, succession"
13622,"Plant production and soil microorganisms in late-successional ecosystems: A continental-scale study",NA,1994,"aboveground net primary production, carbon and nitrogen cycles, HBR, heterotrophic metabolism, labile organic matter, microbial respiration, net N mineralization, NWT, NWTLTER, SGS, soil microbial biomass, soil microorganisms, soil texture, substrate-use efficiency"
13624,"Plant production and soil microorganisms in late-successional ecosystems: A continental-scale study",NA,1994,"aboveground net primary production, carbon and nitrogen cycles, HBR, heterotrophic metabolism, labile organic matter, microbial respiration, net N mineralization, SGS, soil microbial biomass, soil microorganisms, soil texture, substrate-use efficiency"
13625,"Plant production and soil microorganisms in late-successional ecosystems: A continental-scale study",NA,1994,"HBR, NWT, SEV, SGS"
13626,"Plant production and soil microorganisms in late-successional ecosystems: A continental-scale study","Ecology",1994,"AND, CDR, comparative analysis, CWT, HBR, JRN, NWT, SEV, SGS"
13623,"Plant production and soil microorganisms in late-successional ecosystems: a continental-scale study",NA,1994,"HBR"
3637,"Plant functional types do not predict biomass responses to removal and fertilization in Alaskan tussock tundra.","Journal of  Ecology",2008,"ARC"
3638,"Plant functional types do not predict biomass responses to removal and fertilization in Alaskan tussock tundra",NA,2008,"BNZ"
2801,"Pink shrimp as an indicator for restoration of everglades ecosystems","Ecological Indicators",2009,"FCE"
2802,"Pink shrimp as an indicator for restoration of everglades ecosystems",NA,2009,"FCE"
18553,"Physiological responses to temperature in the horned lizards <i>Phrynosoma cornutum</i> and <i>Phrynosoma douglassi</i>",NA,1971,"horned lizard, JRN, reptile"
18713,"Physiological responses to temperature in the horned lizards <i>Phrynosoma cornutum</i> and <i>Phrynosoma douglassi</i>",NA,1967,"JRN, thesis"
14534,"Physiological responses of plant populations to herbivory and their consequences for ecosystem nutrient flow","American Naturalist",1992,"carbon allocation, century, herbivory, modeling, nitrogen allocation, nitrogen availability, nutrient cycling, NWT, NWTLTER"
14535,"Physiological responses of plant populations to herbivory and their consequences for ecosystem nutrient flow",NA,1992,"defoliation, grazing, nutrient cycling, SGS, vegetation"
2797,"Physical factors influencing the distribution of a top predator in a subtropical oligotrophic estuary","Limnology and Oceanography",2009,"FCE"
2798,"Physical factors influencing the distribution of a top predator in a subtropical oligotrophic estuary",NA,2009,"FCE"
4467,"Phosphorus budgets in Everglades wetland ecosystems: The effects of hydrology and nutrient enrichment","Wetlands Ecology and Management",2007,"enrichment, everglades, FCE, hydrology, phosphorus, wetland"
4468,"Phosphorus budgets in Everglades wetland ecosystems: The effects of hydrology and nutrient enrichment",NA,2007,"enrichment, everglades, FCE, hydrology, phosphorus, wetland"
2789,"Perspectives on next-generation technology for environmental sensor networks.",NA,2009,"NTL"
2048,"Perspectives on next-generation technology for environmental sensor networks","Frontiers in Ecology and the Environment",2010,"AND, NTL"
10786,"Perspectives on International Long Term Ecological Research",NA,1999,"SEV"
10787,"Perspectives on international long term ecological research",NA,1999,"VCR"
1430,"Perspectives on Global Change Theory",NA,2011,"SEV"
1429,"Perspectives on global change theory",NA,2011,"JRN, nitrogen"
6234,"Pedogenic Carbonate Distribution within Glacial Till in Taylor Valley, Southern Victoria Land, Antarctica",NA,2005,"MCM"
5347,"Pedogenic carbonate distribution within glacial till in Taylor Valley, Southern Victoria Land, Antarctica","Geological Society of America Special Paper 416",2006,"MCM"
10120,"Patterns of species diversity and productivity at different spatial scales in herbaceous plant communities",NA,2000,"ARC"
10121,"Patterns of species diversity and productivity at different spatial scales in herbaceous plant communities","Oikos",2000,"ARC, CDR, LUQ"
10117,"Patterns of species density and productivity at different spatial scales in herbaceous plant communities",NA,2000,"KNZ"
10118,"Patterns of species density and productivity at different spatial scales in herbaceous plant communities",NA,2000,"KBS, KNZ, LTER Publication"
4452,"Patterns of nutrient exchange in a riverine mangrove forest in the Shark River Estuary, Florida, USA","Hidrobiologica",2007,"Everglades National Park, FCE, flume, mangroves, nitrogen, phosphorus"
4453,"Patterns of nutrient exchange in a riverine mangrove forest in the Shark River Estuary, Florida, USA",NA,2007,"Everglades National Park, FCE, flume, mangroves, nitrogen, phosphorus"
5339,"Patterns in potassium dynamics in forest ecosystems","Ecology Letters",2006,"HBR"
5340,"Patterns in potassium dynamics in forest ecosystems",NA,2006,"BES, DYNAMICS; ECOSYSTEM; ECOSYSTEMS; FOREST"
5337,"Patterns in belowground primary productivity and belowground biomass in marshes of the Everglades{\textquoteright} oligohaline ecotone",NA,2006,"FCE"
5338,"Patterns in belowground primary productivity and belowground biomass in marshes of the Everglades{\textquoteright} oligohaline ecotone",NA,2006,"FCE"
521,"Patterns and controls of the dynamics of net primary production by understory macroalgal assemblages in giant kelp forests",NA,2013,"SBC"
522,"Patterns and controls of the dynamics of net primary production by understory macroalgal assemblages in giant kelp forests",NA,2013,"SBC"
18439,"Pattern and process in grassland bird communities",NA,1973,"bird populations, grassland, JRN, SGS"
18440,"Pattern and process in grassland bird communities",NA,1973,"journals, JRN"
16045,"Patch dynamics in lotic systems: the stream as a mosaic.",NA,1988,"CWT"
16044,"Patch dynamics in lotic systems:  the stream as a mosaic","Journal of the North American Benthological Society",1988,"BNZ, CWT"
883,"Past, present, and future roles of long-term experiments in the LTER Network","Bioscience",2012,"KNZ, NTL"
882,"Past, present, and future roles of long-term experiments in the LTER network",NA,2012,"ARC"
12593,"Paleolimnology of Perenially Ice-Covered Antarctic Oasis Lakes",NA,1996,"MCM"
12594,"Paleolimnology of Perenially Ice-Covered Antarctic Oasis Lakes",NA,1996,"MCM"
2778,"Paleolimnological evidence of the effects on lakes of energy and mass transfer from climate and humans.","Limnology and Oceanography.",2009,"NTL"
2779,"Paleolimnological evidence of the effects on lakes of energy and mass transfer from climate and humans.","Limnology and Oceanography.",2009,"NTL"
518,"Paleoenvironmental change in wetlands of the Florida Everglades, southeast USA",NA,2013,"FCE"
519,"Paleoenvironmental change in wetlands of the Florida Everglades, southeast USA","Journal of Paleolimnology",2013,"FCE"
6221,"Origin, transport and fate of organic matter in Florida Bay: A biomarker record of historical environmental changes",NA,2005,"FCE"
6222,"Origin, transport and fate of organic matter in Florida Bay: A biomarker record of historical environmental changes",NA,2005,"FCE"
5324,"Organic matter inputs create variable resource patches on Puerto Rican landslides","Plant Ecology",2006,"disturbance, LUQ, primary succession, seed germination, seedlings, soil fertility, soil nutrients"
5325,"Organic matter inputs create variable resource patches on Puerto Rican landslides",NA,2006,"LUQ"
5321,"Organic biogeochemistry of detrital flocculent material (floc) in a subtropical, coastal wetland","Biogeochemistry",2006,"biomarkers, everglades, FCE, floc, pigments, taxonomic composition"
5322,"Organic biogeochemistry of detrital flocculent material (floc) in a subtropical, coastal wetland",NA,2006,"biomarkers, everglades, FCE, floc, pigments, taxonomic composition"
879,"One Night in the Everglades",NA,2012,"FCE"
1416,"One Night in the Everglades",NA,2011,"FCE"
12712,"On the spatial pattern of soil nutrients in desert ecosystems","Ecology",1996,"SEV"
12713,"On the spatial pattern of soil nutrients in desert ecosystems",NA,1996,"JRN, phosphorus, soil"
15675,"Of Mice and Habitats: Tests for Density-dependent Habitat Selection",NA,1989,"VCR"
13589,"Of mice and habitats: Tests for density-dependent habitat selection","Oikos",1994,"VCR"
4430,"Occurrence and distribution of novel botryococcene hydrocarbons in freshwater wetlands of the Florida Everglades","Chemosphere",2007,"algae, botryococcenes, botryococcus braunii, cyanobacteria, everglades, FCE, freshwater wetlands"
4431,"Occurrence and distribution of novel botryococcene hydrocarbons in freshwater wetlands of the Florida Everglades",NA,2007,"algae, botryococcenes, botryococcus braunii, cyanobacteria, everglades, FCE, freshwater wetlands"
515,"Observing the coral symbiome using laser scanning confocal microscopy.",NA,2013,"confocal microscopy, coral, MCR, population, video"
516,"Observing the coral symbiome using laser scanning confocal microscopy.","Science",2013,"confocal microscopy, coral, MCR, population, video"
513,"Observations of spatial flow patterns at the coral colony scale on a shallow reef flat.","Journal of Geophysical Research: Oceans",2013,"boundary layer, complex topography, coral reef, drag, MCR, population, recirculation, roughness, wake"
514,"Observations of spatial flow patterns at the coral colony scale on a shallow reef flat.",NA,2013,"boundary layer, complex topography, coral reef, drag, MCR, population, recirculation, roughness, wake"
14025,"Observations and modeling of biomass and soil organic matter dynamics for the grassland biome worldwide","Global Biogeochemical Cycles",1993,"organic matter dynamics, SGS"
14026,"Observations and modeling of biomass and soil organic matter dynamics for the grassland biome worldwide",NA,1993,"KNZ"
10088,"Nutrient pollution of coastal rivers, bays and seas.",NA,2000,"estuary, nutrient pollution, PIE, PIE LTER"
10087,"Nutrient Pollution of Coastal Rivers, Bays and Seas","Ecological Issues",2000,"VCR"
10081,"Nutrient and energy characteristics of invertebrates from two locations in Kansas",NA,2000,"KNZ"
10759,"Nutrient and energy characteristics of invertebrates from two locations in Kansas","The Prairie Naturalist",1999,"KNZ"
11469,"Nutrient and energetic characteristics of grasshoppers of different life stages","Prairie Naturalist",1998,"KNZ"
11470,"Nutrient and energetic characteristics of grasshoppers of different life stages",NA,1998,"KNZ"
3597,"Nutrient addition prompts rapid destabilization of organic matter in an Arctic tundra ecosystem",NA,2008,"ARC"
3596,"Nutrient addition prompts rapid destabilization of organic matter in an arctic tundra ecosystem","Ecosystems",2008,"ARC, BNZ"
510,"Novel tri-unsaturated alkenones in arctic lakes: Implications for paleotemperature reconstruction",NA,2013,"ARC"
511,"Novel tri-unsaturated alkenones in arctic lakes: Implications for paleotemperature reconstruction",NA,2013,"ARC"
18640,"Notes On Cantharelloid Fungi?II: Some new taxa, and notes on Pseudocraterellus",NA,1969,"CWT"
18641,"Notes on Cantharelloid Fungi-II: Some new taxa, and notes on Pseudocraterellus",NA,1969,"CWT"
17282,"Northern lakes LTER site",NA,1983,"NTL"
17450,"Northern lakes LTER site",NA,1982,"NTL"
12048,"Nongeospatial metadata for the ecological sciences","Ecological Applications",1997,"AND, LNO, SEV, SGS"
5303,"Non-neutral patterns of species abundance in grassland communities","Ecology Letters",2006,"CDR, KNZ"
5304,"Non-neutral patterns of species abundance in grassland communities",NA,2006,"KNZ"
12047,"Non-GeoSpatial Metadata for the Ecological Sciences","Ecological Applications",1997,"LNO, SGS"
1401,"Nitrous oxide emission from denitrification in stream and river networks","Proceeding of the National Academy of Sciences",2011,"AND, CAP"
1402,"Nitrous oxide emission from denitrification in stream and river networks",NA,2011,"KNZ"
1403,"Nitrous oxide emission from denitrification in stream and river networks",NA,2011,"KNZ, PIE, PIE LTER; inorganic nitrogen; streams; nitrous oxide"
2025,"Nitrous oxide emission from denitrification in stream and river networks",NA,2010,"CAP"
7826,"Nitrous oxide emission from Australian agricultural lands and mitigation options: a review","Australian Journal of Soil Research",2003,"KBS"
7827,"Nitrous oxide emission from Australian agricultural lands and mitigation options: a review",NA,2003,"SGS"
10753,"Nitrogen stable isotopic composition of leaves and soil: Tropical versus temperate forests","Biogeochemistry",1999,"LUQ, n15, nitrogen, nutrient cycling, plants, soil, stable isotopes, temperate forest, tropical forest"
10754,"Nitrogen stable isotopic composition of leaves and soil: tropical versus temperate forests",NA,1999,"KBS"
7815,"Nitrogen enrichment alters mycorrhizal allocation at five mesic to semiarid grasslands","Ecology",2003,"KBS"
7816,"Nitrogen enrichment alters mycorrhizal allocation at five mesic to semiarid grasslands",NA,2003,"KNZ, SEV"
7817,"Nitrogen enrichment alters mycorrhizal allocation at five mesic to semiarid grasslands",NA,2003,"KNZ"
3585,"Nitrogen effects on litter decomposition: a five-year experiment in eight temperate grassland and forest sites","Ecology",2008,"CDR"
4419,"Nitrogen effects on litter decomposition: a five-year experiment in eight temperate grassland and forest sites",NA,2007,"CDR"
10748,"Nitrogen deposition makes a minor contribution to carbon sequestration in temperate forests","Nature",1999,"HFR, LTER2"
10749,"Nitrogen deposition makes a minor contribution to carbon sequestration in temperate forests","Nature",1999,"HFR, LTER2"
2021,"Nitrogen cycling in seagrass meadows",NA,2010,"VCR"
3583,"Nitrogen cycling in seagrass meadows",NA,2008,"VCR"
3581,"Nitrogen Cycling in Estuarine and Nearshore Sediments",NA,2008,"biogeochemistry, estuary, GCE, nearshore, nitrogen, nutrient cycling, nutrient dynamics"
3582,"Nitrogen cycling in Estuarine and Nearshore Sediments",NA,2008,"anammox, benthic, denitrification, dnra, micro algae, mineralization, nitrification, nitrogen, nutrient cycling, sediment, VCR"
16846,"Nitrogen cycling in a base-poor and a relatively base-rich northern hardwood forest ecosystem","Bull. Ecol. Soc. Amer.",1985,"HBR"
16847,"Nitrogen cycling in a base-poor and a relatively base-rich northern hardwood forest ecosystem",NA,1985,"HBR"
5296,"Nitrogen cycling at treeline: Latitudinal and elevational patterns across a boreal landscape","Ecoscience",2006,"BNZ"
6198,"Nitrogen cycling at treeline:  latitudinal and elevational patterns across a boreal landscape",NA,2005,"BNZ"
2746,"Nitrate removal in stream ecosystems measured by 15N addition experiments: Total uptake",NA,2009,"KNZ"
2747,"Nitrate removal in stream ecosystems measured by 15N addition experiments: total uptake",NA,2009,"AND"
2751,"Nitrate removal in stream ecosystems measured by 15N addition experiments: total uptake","Limnology and Oceanography",2009,"CAP, LUQ"
2748,"Nitrate removal in stream ecosystems measured by 15N addition experiments: denitrification",NA,2009,"AND"
2750,"Nitrate removal in stream ecosystems measured by 15N addition experiments: denitrification","Limnology and Oceanography",2009,"CAP, LUQ"
2739,"New Eyes on the World: Advanced Sensors for Ecology","BioScience",2009,"CCE, NTL, SEV, VCR"
2741,"New eyes on the World: Advanced Sensors for Ecology",NA,2009,"NTL, SEV"
2742,"New eyes on the world: Advanced sensors for ecology",NA,2009,"SEV"
2740,"New eyes on the world: advanced sensors for ecology",NA,2009,"CCE, SEV"
11451,"New developments in ecological hydrology expand research opportunities.",NA,1998,"CWT"
11452,"New developments in ecological hydrology expand research opportunities","EOS, Transactions, American Geophysical Union",1998,"AND, CWT, experimental watershed studies"
8576,"Net ecosystem production: A comprehensive measure of net carbon accumulation by ecosystems",NA,2002,"BNZ"
